middle_date,number_unique_users,no_real_movements,jl_simple_means_over_user_means,graph_modularity,rel_tweets_in_residential_areas,mean_rog
2020-04-13,0.0,0.0,0.057342488688970315,1.0,0.7862803787369341,0.051133624915655554
2020-04-14,0.023153252480705624,0.01671583087512291,0.06021349305863597,0.9352051440394894,0.7677541323433271,0.05268736760641154
2020-04-15,0.019845644983461964,0.014749262536873156,0.0,0.9577150188610182,0.7677541323433271,0.0007764585792128364
2020-04-16,0.03858875413450937,0.02753195673549656,0.0347674318176844,0.9332971600829589,0.8059487447754949,0.010148575542206592
2020-04-17,0.06063947078280044,0.03933136676499508,0.054695939116257274,0.9217734921341884,0.8286445401118985,0.0
2020-04-18,0.06945975744211687,0.0471976401179941,0.11284117728854483,0.895595753073089,0.8679779541682712,0.06492130078928568
2020-04-19,0.09151047409040794,0.0599803343166175,0.12169040992795621,0.8731720919052745,0.8853727682117808,0.06852501636160968
2020-04-20,0.08930540242557883,0.06784660766961652,0.17472306710123311,0.8970864840176472,0.8574913891200606,0.07361436478064302
2020-04-21,0.08269018743109151,0.07079646017699115,0.19452620027861303,0.8854877315451516,0.8341223724284706,0.09416559939569108
2020-04-22,0.08489525909592062,0.07571288102261553,0.23345902214120462,0.8869872507595459,0.8502514445735894,0.12246875001039333
2020-04-23,0.09371554575523705,0.07374631268436578,0.21065565012614712,0.8725690109975354,0.8973889106530639,0.12218084184983619
2020-04-24,0.10915104740904079,0.08357915437561456,0.23356758246629064,0.8291769168970355,0.9044694418838196,0.1062645684608261
2020-04-25,0.12899669239250275,0.0855457227138643,0.23354663840000459,0.8089254674564148,0.9351244790998912,0.13358778991243392
2020-04-26,0.12899669239250275,0.08849557522123894,0.2695548637009729,0.8005577232257224,0.9745588817552397,0.13746170434018037
2020-04-27,0.0970231532524807,0.06588003933136677,0.28990389807472183,0.807473347808996,0.968958163147605,0.19223656627922864
2020-04-28,0.09481808158765159,0.06686332350049164,0.26937490201841713,0.7682788647429659,1.0,0.1840148357263315
2020-04-29,0.06835722160970231,0.06489675516224189,0.3230443529639501,0.7690445330999613,0.998339591027203,0.2486574179419273
2020-04-30,0.06284454244762955,0.05801376597836775,0.2796068434998508,0.8182284806051522,0.9766733271321189,0.2291542806546507
2020-05-01,0.034178610804851156,0.05604719764011799,0.253294204810238,0.8333470261746857,0.9546252588626174,0.25429175497496787
2020-05-02,0.03638368246968027,0.05506391347099312,0.224138711721474,0.8115756365400932,0.9530033517828149,0.22613210894612384
2020-05-03,0.05292171995589857,0.06784660766961652,0.25824502239653163,0.8499490413887585,0.9417697596575179,0.21776004419249176
2020-05-04,0.03197353914002205,0.05801376597836775,0.2411467124423125,0.874364401332617,0.8958094681449279,0.21634416373474
2020-05-05,0.03858875413450937,0.05801376597836775,0.2716965934194168,0.8407885737922239,0.9200207642284366,0.27771093524921564
2020-05-06,0.03638368246968027,0.0599803343166175,0.28831714818274035,0.7968952118565396,0.9531923474351728,0.25837195785019235
2020-05-07,0.05292171995589857,0.063913470993117,0.26498690012385323,0.8152957462036281,0.9229294512666473,0.2605828786489129
2020-05-08,0.06504961411245866,0.06489675516224189,0.28629729717191077,0.8397172097812058,0.9335956688064591,0.21776589888290757
2020-05-09,0.05733186328555678,0.05014749262536873,0.23908561494381791,0.8629617777811178,0.9837889193291618,0.22046843338065533
2020-05-10,0.0639470782800441,0.048180924287118974,0.21394006456166487,0.8311643305101527,0.9550907835389252,0.1572813822874502
2020-05-11,0.05843439911797133,0.04129793510324484,0.22802971315957574,0.8110661925203827,0.9234831575771218,0.13104266305730533
2020-05-12,0.05953693495038589,0.03048180924287119,0.23810024099016278,0.8330037934534561,0.9571410535436324,0.14594402930461053
2020-05-13,0.07497243660418963,0.028515240904621434,0.25234459382721414,0.8690726716924203,0.9475036942408078,0.1448260815239808
2020-05-14,0.0804851157662624,0.024582104228121928,0.20608663426648074,0.8773017708943868,0.9480743838855301,0.12666564662708152
2020-05-15,0.08489525909592062,0.03146509341199607,0.21512585420432817,0.8417293333679084,0.9808379701621617,0.13432468131915987
2020-05-16,0.13230429988974643,0.04129793510324484,0.2052040188536939,0.7766554415204525,0.9640674977354746,0.11056818467651534
2020-05-17,0.13120176405733186,0.05604719764011799,0.2558377511463243,0.7276126252257008,0.9628438006391064,0.19272688596571932
2020-05-18,0.10584343991179714,0.046214355948869225,0.2260310607575045,0.7178414872468794,0.9962135428437316,0.16299376073658356
2020-05-19,0.1113561190738699,0.05014749262536873,0.1684923050761577,0.7716588283481252,0.9355064278370175,0.10530563634541197
2020-05-20,0.12458654906284454,0.058997050147492625,0.14508349108691987,0.7422690249635562,0.9256470455175708,0.12281057741299183
2020-05-21,0.12017640573318633,0.05309734513274336,0.12891928085641616,0.7641338875811905,0.921792226831441,0.12724006158816684
2020-05-22,0.12238147739801543,0.06293018682399214,0.11774388592992625,0.7879119977131012,0.9135545706879553,0.16580186737395716
2020-05-23,0.1466372657111356,0.0776794493608653,0.1756795552134615,0.7708905052393755,0.9083469664546204,0.18653000108474907
2020-05-24,0.18853362734288864,0.11701081612586037,0.18865482056696412,0.6640837104446767,0.8507382860346173,0.20673900758321115
2020-05-25,0.18081587651598677,0.12192723697148476,0.2491683269073034,0.6483241353967225,0.8328120206736315,0.2602863799609145
2020-05-26,0.185226019845645,0.12291052114060963,0.2417589803694466,0.5763859999046768,0.8222526521893336,0.22186417075151627
2020-05-27,0.185226019845645,0.1160275319567355,0.22199071526701963,0.6232563652809426,0.8218711951546077,0.22190246959778548
