middle_date,number_unique_users,no_real_movements,jl_simple_means_over_user_means,graph_modularity,rel_tweets_in_residential_areas,mean_rog
2020-10-24,0.5112994350282486,0.6642857142857143,0.40866984854370103,0.4032964311092263,0.5610687022900765,0.4008593156704132
2020-10-25,0.5112994350282486,0.5571428571428572,0.391405007238648,0.41094448684531465,0.5877862595419848,0.4470124848134113
2020-10-26,0.4915254237288136,0.5285714285714286,0.31223228331423963,0.5797818790364805,0.6412213740458014,0.3828475446244058
2020-10-27,0.519774011299435,0.4857142857142857,0.319927605111929,0.7826663154228298,0.6679389312977101,0.33172142973510726
2020-10-28,0.4350282485875706,0.7428571428571429,0.41546867725040443,0.5359921466438333,0.7519083969465652,0.5223554054616855
2020-10-29,0.3615819209039548,0.8142857142857143,0.5189965494775827,0.44528779473359154,0.801526717557252,0.6274650882746141
2020-10-30,0.4322033898305085,0.7,0.4128266095955411,0.4700527655616838,0.7022900763358778,0.4170484333578278
2020-10-31,0.4463276836158192,0.8928571428571429,0.3916616283563546,0.32858297971827305,0.7328244274809163,0.4949819311000255
2020-11-01,0.3615819209039548,0.7357142857142858,0.5489793288523391,0.3951164518379951,0.687022900763359,0.5844465419907245
2020-11-02,0.3870056497175141,0.8571428571428571,0.5656158284084477,0.3945657974924799,0.6526717557251909,0.6337661630009293
2020-11-03,0.3870056497175141,0.75,0.49876972906521844,0.3220694094929252,0.622137404580153,0.5876577555184146
2020-11-04,0.4322033898305085,0.7142857142857143,0.3667278447110041,0.5129987536696863,0.5648854961832063,0.40261119203367024
2020-11-05,0.4604519774011299,0.6642857142857143,0.32589514404705766,0.4673215490132778,0.6297709923664123,0.3716567670284383
2020-11-06,0.3983050847457627,0.5214285714285715,0.29917335487353197,0.6810589842426058,0.6526717557251909,0.3854983745786873
2020-11-07,0.3757062146892655,0.5428571428571428,0.3708264313611624,0.43871461058941036,0.6450381679389315,0.41718196799542784
2020-11-08,0.4096045197740113,0.5142857142857142,0.34569151720595614,0.5461471615772031,0.6908396946564888,0.35782215580187504
2020-11-09,0.4067796610169492,0.5428571428571428,0.4823770506561394,0.4457422157557997,0.7748091603053437,0.4610045422814148
2020-11-10,0.4152542372881356,0.5928571428571429,0.3308273399892087,0.4186586090747389,0.7862595419847328,0.391698063859748
2020-11-11,0.4180790960451977,0.5928571428571429,0.4123854621412595,0.3197287205639965,0.83206106870229,0.5010373975579241
2020-11-12,0.3785310734463277,0.4785714285714286,0.39755586197573145,0.5141014875470689,0.8702290076335878,0.5098672085796381
2020-11-13,0.4604519774011299,0.5071428571428571,0.31899387522922706,0.34835821215376206,0.7824427480916031,0.4036156854327968
2020-11-14,0.5112994350282486,0.5142857142857142,0.24826630444404185,0.437124057347422,0.8435114503816795,0.3635780823200905
2020-11-15,0.4548022598870056,0.6357142857142857,0.3023449106807327,0.4003500246874956,0.7786259541984735,0.4138542699943116
2020-11-16,0.4406779661016949,0.4785714285714286,0.3321574531092851,0.6653794117362435,0.7709923664122136,0.4681002431857058
2020-11-17,0.4576271186440678,0.5142857142857142,0.4013087393961838,0.563698661935512,0.7251908396946564,0.49630660600321574
2020-11-18,0.4209039548022599,0.5357142857142857,0.3847668322565476,0.49475134070210325,0.7633587786259542,0.4226328304120239
2020-11-19,0.4124293785310734,0.6357142857142857,0.4227248168071136,0.4820719897143583,0.8244274809160306,0.5287144157640509
2020-11-20,0.3305084745762712,0.65,0.4551267760549759,0.4936955040982217,0.748091603053435,0.5704625174898851
2020-11-21,0.327683615819209,0.6285714285714286,0.468149060531633,0.3665167288335284,0.7900763358778625,0.5758320792014877
2020-11-22,0.3389830508474576,0.7357142857142858,0.5495353902547387,0.319775421695923,0.83206106870229,0.6223534374864167
2020-11-23,0.3983050847457627,0.7071428571428572,0.5962659589213187,0.3766939938024274,0.7862595419847328,0.5408437552273727
2020-11-24,0.4209039548022599,0.6857142857142857,0.6287686018237824,0.283234232158207,0.7595419847328245,0.6630913372237197
2020-11-25,0.4915254237288136,0.6571428571428571,0.47912582072859894,0.2733362811447512,0.7595419847328245,0.5622102126859763
2020-11-26,0.5903954802259888,0.8714285714285714,0.4819108686121547,0.1374721670178902,0.7557251908396948,0.5707181880412933
2020-11-27,0.711864406779661,0.6071428571428571,0.26024120904811343,0.1960958554828314,0.7099236641221376,0.3367957352660902
2020-11-28,0.6892655367231638,0.8071428571428572,0.38901587801650633,0.17828929278100475,0.6183206106870228,0.40822685055107916
2020-11-29,0.7231638418079096,0.5428571428571428,0.369540424346867,0.20135324136662672,0.6603053435114503,0.3980921462506478
2020-11-30,0.7175141242937854,0.6142857142857143,0.38571650723405126,0.35509733796935933,0.7061068702290074,0.35358788079815817
2020-12-01,0.731638418079096,0.6,0.33246733667746464,0.43354867566988187,0.603053435114504,0.3456616426306856
2020-12-02,0.7033898305084746,0.6714285714285714,0.420748597087646,0.256396474724372,0.603053435114504,0.4406627385141909
2020-12-03,0.5734463276836158,0.6071428571428571,0.5621342393025143,0.36791826183337734,0.6984732824427481,0.513877223362897
2020-12-04,0.480225988700565,0.5357142857142857,0.5408640502462104,0.2912767623981145,0.6717557251908398,0.561929243764037
2020-12-05,0.4689265536723164,0.7285714285714285,0.5981628301627153,0.2310437217395307,0.748091603053435,0.60667457734958
2020-12-06,0.4293785310734463,0.6142857142857143,0.6131930161336294,0.2844736026925723,0.8244274809160306,0.5832436612869564
2020-12-07,0.3983050847457627,0.6071428571428571,0.5694745692110419,0.22549922216889257,0.8511450381679388,0.5945181869442976
2020-12-08,0.3672316384180791,0.6785714285714286,0.7554362788361546,0.22541749356118285,0.8931297709923663,0.7500779354500854
2020-12-09,0.3418079096045198,0.7,0.6246036399642824,0.4090837761601906,0.8511450381679388,0.6820189541914339
2020-12-10,0.423728813559322,0.5928571428571429,0.47634999455614435,0.454690501913892,0.7938931297709921,0.6025820627121693
2020-12-11,0.4858757062146893,0.55,0.38479206950316636,0.38717878082040985,0.7328244274809163,0.3984842340752638
2020-12-12,0.5141242937853108,0.6142857142857143,0.34857257546042014,0.41488998918127556,0.7900763358778625,0.4140464515038625
2020-12-13,0.5310734463276836,0.5785714285714286,0.2494579584844159,0.3784107324794721,0.7786259541984735,0.3881021783398736
2020-12-14,0.5480225988700564,0.5357142857142857,0.4029324977307406,0.446704952653784,0.7862595419847328,0.40334888156397286
2020-12-15,0.5903954802259888,0.6714285714285714,0.38538339478694805,0.24382085718224697,0.6946564885496184,0.45426896722277904
2020-12-16,0.556497175141243,0.6785714285714286,0.34380303927335476,0.4467312089948884,0.7213740458015266,0.4135585619611217
2020-12-17,0.5338983050847458,0.6142857142857143,0.42096169450996085,0.49799253422532347,0.801526717557252,0.4685398878323116
2020-12-18,0.5480225988700564,0.6642857142857143,0.42805431448724063,0.33349696551821856,0.801526717557252,0.5213773737153777
2020-12-19,0.5451977401129944,0.6428571428571429,0.32551336933813896,0.36862488206221256,0.7977099236641223,0.46354509928521953
2020-12-20,0.5084745762711864,0.6714285714285714,0.42213060452707085,0.4077744757921556,0.7137404580152673,0.45198548587927684
2020-12-21,0.5480225988700564,0.6071428571428571,0.45778398297662337,0.3797990186826451,0.7022900763358778,0.5343650437320318
2020-12-22,0.5988700564971752,0.6928571428571428,0.29482050268698895,0.30942964552667473,0.83206106870229,0.3346855412750479
2020-12-23,0.5677966101694916,0.4357142857142857,0.32855983014933754,0.2931847463161848,0.7633587786259542,0.37955110291026367
2020-12-24,0.4717514124293785,0.40714285714285714,0.17428073675534625,0.6188700836235868,0.8511450381679388,0.28129439445404764
2020-12-25,0.3870056497175141,0.5571428571428572,0.3841789569464979,0.6519273171287838,0.9274809160305345,0.3949434000607522
2020-12-26,0.3615819209039548,0.5357142857142857,0.3216101843951355,0.5841840600688821,0.8931297709923663,0.455731277561615
2020-12-27,0.4180790960451977,0.4928571428571429,0.3177467163518478,0.6111284983887035,0.935114503816794,0.41117868906596505
2020-12-28,0.4491525423728814,0.7071428571428572,0.4446952967759215,0.49539317587139836,0.9274809160305345,0.47722393830310533
2020-12-29,0.5254237288135594,0.5642857142857143,0.3989647228134602,0.5939058949987794,0.7671755725190839,0.4035780008013291
2020-12-30,0.556497175141243,0.45714285714285713,0.20610762667517069,0.831635974679092,0.8816793893129773,0.28308285581510395
2020-12-31,0.5282485875706214,0.7642857142857142,0.312719506834274,0.35388881427004826,0.801526717557252,0.37992071202613303
2021-01-01,0.5932203389830508,0.5214285714285715,0.3285031557630028,0.5522672039464467,0.7061068702290074,0.3454629832351292
2021-01-02,0.5875706214689266,0.45714285714285713,0.26546501443038806,0.5074367974905778,0.6641221374045799,0.27855989070930687
2021-01-03,0.5988700564971752,0.4142857142857143,0.16110079828524357,0.6357735116482075,0.603053435114504,0.23130922033372386
2021-01-04,0.596045197740113,0.4785714285714286,0.11488968123630473,0.7092109480747452,0.6526717557251909,0.24107405585436362
2021-01-05,0.480225988700565,0.5357142857142857,0.3511981495661982,0.3173097407077969,0.633587786259542,0.4445364973994561
2021-01-06,0.5056497175141242,0.5571428571428572,0.2610136034681874,0.29640992534061267,0.5801526717557255,0.35646121597832214
2021-01-07,0.596045197740113,0.5785714285714286,0.3588430857361274,0.29055421129039505,0.6412213740458014,0.3994917672349067
2021-01-08,0.576271186440678,0.38571428571428573,0.2593242526705905,0.4165582556807561,0.6412213740458014,0.27644504202467307
2021-01-09,0.5790960451977402,0.4,0.26877496680563107,0.4635026172418873,0.687022900763359,0.2774629242396844
2021-01-10,0.559322033898305,0.45,0.3611669539803431,0.29755097557767624,0.7290076335877861,0.41165968213086895
2021-01-11,0.5508474576271186,0.5928571428571429,0.38041484788450713,0.37469360720051875,0.801526717557252,0.43664997253401944
2021-01-12,0.6101694915254238,0.4642857142857143,0.3328717082888418,0.29852991427068987,0.7099236641221376,0.30991103712910145
2021-01-13,0.5988700564971752,0.35,0.20251774128267194,0.4090460048459692,0.6603053435114503,0.26404243870654337
2021-01-14,0.615819209039548,0.37857142857142856,0.30521480066552553,0.29442167448592216,0.6259541984732826,0.40797889164269624
2021-01-15,0.7062146892655368,0.45714285714285713,0.27807259587452415,0.185607800892239,0.6412213740458014,0.3146824550792587
2021-01-16,0.6666666666666666,0.6428571428571429,0.29192535831628175,0.17599463248893324,0.6984732824427481,0.3503420922710548
2021-01-17,0.7937853107344632,0.5928571428571429,0.22340713781663255,0.3425692913418458,0.7251908396946564,0.25065372842127487
2021-01-18,0.8728813559322034,0.6,0.20877614477344808,0.12494454889418506,0.6755725190839695,0.16856318898580602
2021-01-19,0.903954802259887,0.4928571428571429,0.2236077530261563,0.21160942387533868,0.717557251908397,0.2221110510927408
2021-01-20,0.867231638418079,0.4142857142857143,0.20279100054399515,0.11816240303718596,0.7595419847328245,0.20748987849379175
2021-01-21,0.7542372881355932,0.5,0.20796584089383813,0.25122012036069913,0.6564885496183206,0.2788312620848113
2021-01-22,0.7231638418079096,0.4,0.22959761948368893,0.18991320003959386,0.6679389312977101,0.2742627864448027
2021-01-23,0.7231638418079096,0.42857142857142855,0.21495240662512752,0.2288554939687539,0.603053435114504,0.2247555336569313
2021-01-24,0.6581920903954802,0.5071428571428571,0.30464384048287996,0.13872383939282032,0.6106870229007634,0.2737216118759493
2021-01-25,0.6129943502824858,0.44285714285714284,0.4252870159944282,0.45257159109708756,0.6450381679389315,0.3880080507896471
2021-01-26,0.635593220338983,0.5714285714285714,0.3315485409405466,0.0,0.5801526717557255,0.38103503215294754
2021-01-27,0.576271186440678,0.5928571428571429,0.569174913678472,0.04886300261838519,0.603053435114504,0.4642683849439316
2021-01-28,0.6073446327683616,0.6642857142857143,0.5777470336656843,0.051327929792642925,0.5648854961832063,0.44153490035240023
2021-01-29,0.556497175141243,0.8214285714285714,0.6832472727480562,0.19846362377175494,0.5381679389312979,0.5746959613318534
2021-01-30,0.5225988700564972,0.95,0.819604622961291,0.14519979634637523,0.5610687022900765,0.7144232217436858
2021-01-31,0.5056497175141242,0.85,0.7391150227303694,0.07851394258990323,0.622137404580153,0.7036714284637936
2021-02-01,0.4435028248587571,0.7642857142857142,0.6526443577149006,0.14137072111532775,0.5916030534351145,0.7291835625146366
2021-02-02,0.4209039548022599,0.6571428571428571,0.7457455373997659,0.12809098444305328,0.5763358778625953,0.6317917677377051
