Date;ConfirmedCases;ConfirmedDeaths;StringencyIndex;StringencyIndexForDisplay;StringencyLegacyIndex;StringencyLegacyIndexForDisplay;GovernmentResponseIndex;GovernmentResponseIndexForDisplay;ContainmentHealthIndex;ContainmentHealthIndexForDisplay;EconomicSupportIndex;EconomicSupportIndexForDisplay
21.05.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
22.05.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
23.05.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
24.05.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
25.05.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
26.05.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
27.05.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
28.05.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
29.05.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
30.05.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
31.05.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
01.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
02.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
03.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
04.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
05.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
06.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
07.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
08.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
09.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
10.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
11.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
12.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
13.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
14.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
15.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
16.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
17.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
18.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
19.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
20.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
21.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
22.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
23.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
24.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
25.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
26.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
27.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
28.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
29.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
30.06.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
01.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
02.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
03.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
04.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
05.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
06.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
07.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
08.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
09.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
10.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
11.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
12.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
13.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
14.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
15.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
16.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
17.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
18.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
19.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
20.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
21.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
22.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
23.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
24.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
25.07.2022;;;2315;2315;3214;3214;3167;3167;2905;2905;5000;5000
26.07.2022;;;2315;2315;3214;3214;2854;2854;2548;2548;5000;5000
27.07.2022;;;2315;2315;3214;3214;2854;2854;2548;2548;5000;5000
28.07.2022;;;2315;2315;3214;3214;2854;2854;2548;2548;5000;5000
29.07.2022;;;2315;2315;3214;3214;2854;2854;2548;2548;5000;5000
30.07.2022;;;2315;2315;3214;3214;2854;2854;2548;2548;5000;5000
31.07.2022;;;2315;2315;3214;3214;2854;2854;2548;2548;5000;5000
01.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
02.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
03.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
04.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
05.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
06.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
07.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
08.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
09.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
10.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
11.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
12.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
13.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
14.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
15.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
16.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
17.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
18.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
19.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
20.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
21.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
22.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
23.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
24.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
25.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
26.08.2022;;;1759;1759;2500;2500;2542;2542;2190;2190;5000;5000
27.08.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
28.08.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
29.08.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
30.08.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
31.08.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
01.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
02.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
03.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
04.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
05.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
06.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
07.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
08.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
09.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
10.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
11.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
12.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
13.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
14.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
15.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
16.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
17.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
18.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
19.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
20.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
21.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
22.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
23.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
24.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
25.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
26.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
27.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
28.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
29.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
30.09.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
01.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
02.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
03.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
04.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
05.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
06.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
07.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
08.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
09.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
10.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
11.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
12.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
13.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
14.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
15.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
16.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
17.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
18.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
19.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
20.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
21.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
22.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
23.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
24.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
25.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
26.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
27.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
28.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
29.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
30.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
31.10.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
01.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
02.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
03.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
04.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
05.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
06.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
07.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
08.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
09.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
10.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
11.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
12.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
13.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
14.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
15.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
16.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
17.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
18.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
19.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
20.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
21.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
22.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
23.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
24.11.2022;;;1389;1389;1786;1786;2333;2333;1952;1952;5000;5000
25.11.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
26.11.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
27.11.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
28.11.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
29.11.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
30.11.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
01.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
02.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
03.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
04.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
05.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
06.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
07.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
08.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
09.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
10.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
11.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
12.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
13.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
14.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
15.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
16.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
17.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
18.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
19.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
20.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
21.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
22.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
23.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
24.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
25.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
26.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
27.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
28.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
29.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
30.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
31.12.2022;;;1389;1389;1786;1786;2490;2490;2131;2131;5000;5000
