middle_date,number_unique_users,no_real_movements,jl_simple_means_over_user_means,graph_modularity,rel_tweets_in_residential_areas,mean_rog
2020-04-21,,,,,,
2020-04-22,,,,,,
2020-04-23,,,,,,
2020-04-24,,,,,,
2020-04-25,,,,,,
2020-04-26,,,,,,
2020-04-27,,,,,,
2020-04-28,,,,,,
2020-04-29,,,,,,
2020-04-30,,,,,,
2020-05-01,,,,,,
2020-05-02,,,,,,
2020-05-03,,,,,,
2020-05-04,,,,,,
2020-05-05,0.0,0.0,0.0,1.0,1.0,0.0
2020-05-06,0.004127358490566037,0.0025486250838363516,0.004726242403432736,0.9890702449810308,0.9991899251179192,0.0013166057752776975
2020-05-07,0.008479335130278653,0.0046565104915205005,0.007924057856058772,0.979244254478199,0.999674209020748,0.0016580845244479883
2020-05-08,0.013729784366576868,0.006860208872281273,0.012146691261687869,0.9690050516783957,0.9988151197768603,0.002084811469790502
2020-05-09,0.018755615453728683,0.009236370604579774,0.01700885656487903,0.9565925551285862,0.9968565637890652,0.0030409513896052505
2020-05-10,0.024623764600179766,0.011919133850723303,0.021169745133209544,0.9446751140567062,0.9939287511867748,0.007011735606442948
2020-05-11,0.031025381850853594,0.015157612340710934,0.023184557218185204,0.9342360429751716,0.9917748191408656,0.01152352638716222
2020-05-12,0.03694968553459119,0.018396090830698444,0.025107192595359644,0.9216200736633001,0.988838870910604,0.01653629529660282
2020-05-13,0.04242475292003598,0.02165373191530123,0.026043789583915053,0.9109651212900105,0.9864673711991773,0.020781763686216977
2020-05-14,0.04787174303683752,0.025390437865286893,0.028087962997008206,0.8982354717492266,0.9836037180698537,0.027974615223773997
2020-05-15,0.053515274034142024,0.02939542013988691,0.028992927746686332,0.8863345721827438,0.9794727190407646,0.03520045680870775
2020-05-16,0.05943957771787962,0.034435182523713664,0.031160405340047114,0.8751782455634074,0.9735799446174974,0.04300854559565684
2020-05-17,0.06536388140161739,0.03999233496215385,0.03328224247519734,0.8645581822975711,0.9676566541506799,0.05229343648993435
2020-05-18,0.07176549865229122,0.046124365239053285,0.0358395810327971,0.854385619178231,0.9606847942176301,0.06208682490640993
2020-05-19,0.07833557951482494,0.052428858867490574,0.039404064966991205,0.8446875301610411,0.9515784615515519,0.06985531146676727
2020-05-20,0.08479335130278527,0.05894414103669627,0.04276151028092377,0.8365038865493913,0.9422380336848843,0.07767276209953995
2020-05-21,0.09099842767295596,0.06563188655743982,0.047721266167480715,0.8276642346508818,0.9321950219339403,0.08895110462663727
2020-05-22,0.09776504941599282,0.07277953434895083,0.05213100896662226,0.8187507910134941,0.9211986081462283,0.09930039024715778
2020-05-23,0.10514937106918237,0.08111526300661105,0.05862021221143992,0.8098846003032362,0.9103619033037424,0.11331132302129737
2020-05-24,0.11421832884097045,0.09031330842196028,0.0669183604675225,0.8028282820680444,0.8996746575298367,0.12711049383676604
2020-05-25,0.1237084456424079,0.09970297978346263,0.07595526199011711,0.7968410406636471,0.8876108617060322,0.14158196275043894
2020-05-26,0.1334512578616352,0.10930343968573338,0.08641162605180816,0.7916234612547869,0.8769627247907846,0.15721898353471359
2020-05-27,0.14369946091644215,0.11880808661492763,0.09915319762207672,0.7867834428265892,0.8669095276433196,0.17444200291051035
2020-05-28,0.1545653638814016,0.1287151480310434,0.11261514094263862,0.7821128386631266,0.8556143933309792,0.19034796769616877
2020-05-29,0.16501010781671172,0.13881383539331218,0.12627231322606491,0.7781914805274877,0.8444377692677482,0.20411813533389173
2020-05-30,0.17596024258760112,0.14910414870173422,0.13872632871830387,0.7736208303118985,0.833229293320675,0.21605023020778255
2020-05-31,0.18716307277628036,0.1596435757401552,0.14971172904805402,0.7688300763100251,0.8240082030642839,0.22842139731975022
2020-06-01,0.19819743935309972,0.17020216537319147,0.15882122207548657,0.7632695848129288,0.8152614887659088,0.2409027148113064
2020-06-02,0.2092598831985625,0.18108651911468815,0.170647023308203,0.7571267272109092,0.8073068573663165,0.25502866797764157
2020-06-03,0.21903077268643306,0.1908211171792661,0.18209660014327916,0.7520427769601891,0.8004607055458116,0.26937243072625705
2020-06-04,0.2281278077268644,0.20070901600076646,0.19390503509289791,0.7479219494207312,0.7938226287892469,0.2835635297839602
2020-06-05,0.2373090745732255,0.21092267893072714,0.203924661186521,0.7439278016411522,0.7888862796241375,0.2961122186200163
2020-06-06,0.24651841868823005,0.2217112196991472,0.21493175308446053,0.7415064241022666,0.7847756333455281,0.30949620146730933
2020-06-07,0.25628930817610057,0.23341956500910221,0.22667366158687852,0.7384463860645328,0.7808852437463202,0.32096389066689
2020-06-08,0.2658636567834682,0.244744658426751,0.23806466553792718,0.7340073913449932,0.77727609614944,0.33206330380495824
2020-06-09,0.2754099281221923,0.25572482514132405,0.24941116355941254,0.7307800260526521,0.7746217401653419,0.3423869897946345
2020-06-10,0.28478773584905653,0.2660343010443614,0.2621913514424235,0.7247970457001383,0.7720179097348733,0.3511479734351697
2020-06-11,0.2936601527403415,0.27592219986586186,0.27411288738210365,0.7181967435136215,0.7695169639865846,0.358237683261396
2020-06-12,0.30222371967654993,0.2855801475519786,0.28718054447360397,0.7107193699488866,0.7682422538493962,0.36600539765359513
2020-06-13,0.31154537286612766,0.2950847944811727,0.2992642174784349,0.7021688429448675,0.7680538901266701,0.37401678753707657
2020-06-14,0.3215128032345013,0.30480022995113537,0.3096870729452271,0.6939435394666634,0.767321093353787,0.3815764491173163
2020-06-15,0.3311433063791554,0.31445817763725203,0.3200081152025613,0.6860661216673942,0.7674495947466522,0.38896015166748
2020-06-16,0.3404649595687332,0.32325380856567976,0.328252167713027,0.6772308285599595,0.769372835831428,0.3951635238001576
2020-06-17,0.34936545372866135,0.33109130976334195,0.3365474258121396,0.6686213636680277,0.7722528100047975,0.4006539765109075
2020-06-18,0.3588274932614556,0.33889048577177344,0.3439615590878619,0.6603917265178871,0.7756293853874664,0.40482856452648525
2020-06-19,0.3681491464510333,0.34647887323943666,0.3519071964056527,0.6527919961248778,0.7799181218116055,0.4104470109281917
2020-06-20,0.37676886792452824,0.3537223340040242,0.35890853073250145,0.6454005276461586,0.784494979882465,0.41511878137873665
2020-06-21,0.385079739442947,0.36096579476861174,0.36413113906764777,0.6373620115680553,0.7890674699292345,0.41883366294845015
2020-06-22,0.3938960017969452,0.3686116700201208,0.3705865781857201,0.6295476107184627,0.7936183411436962,0.42382173104214305
2020-06-23,0.40268418688230007,0.3758359681900929,0.3759486659853113,0.6210466112817044,0.7978016879337335,0.4279558094850192
2020-06-24,0.41020889487870626,0.3823320877646833,0.3820248707912371,0.6120621994130894,0.8016376461086678,0.43275541089320674
2020-06-25,0.4166666666666666,0.3887707195554278,0.38824621621836725,0.6010183565036716,0.8062193300745331,0.4390450192773747
2020-06-26,0.4231244384546271,0.39542013988694064,0.39399469377574947,0.5912837970739251,0.8114677693055425,0.4448835427417283
2020-06-27,0.4298349056603773,0.40316182811152634,0.4025704361755182,0.5812607197978487,0.8151452952035859,0.45276265344128147
2020-06-28,0.43752807726864335,0.4120915972022612,0.41351336684502465,0.5717342329443823,0.8178316494583585,0.46342860645493866
2020-06-29,0.4456985624438453,0.42082974034684306,0.42542685222654064,0.5604442163412151,0.8190011125030823,0.47423725318959414
2020-06-30,0.45406558849955075,0.42937625754527153,0.4372653202295327,0.5499782262966946,0.820656086377225,0.4847621493482833
2020-07-01,0.4622922282120396,0.4380760755006228,0.44871693896714226,0.5404818288098703,0.8211370959330352,0.4955703975702437
2020-07-02,0.47122079964061087,0.44691003161828113,0.46096553816685876,0.5291824115390079,0.820436321373337,0.5062900536511957
2020-07-03,0.4792789757412398,0.45522659768132606,0.4733434080372196,0.5190024924891372,0.8189988331302852,0.5170624884441221
2020-07-04,0.4873371518418687,0.46348567596052515,0.48523800866585004,0.5079391328368212,0.8168407797156856,0.5271846687609071
2020-07-05,0.49517070979335126,0.47141899013126387,0.49723018845545214,0.4978281855321,0.8146377917807286,0.5377226618799622
2020-07-06,0.5031727313566936,0.4792948165181565,0.5090978585723284,0.4869979960821705,0.8109422630686253,0.548041327807573
2020-07-07,0.51044474393531,0.4870365047427421,0.5203542978947373,0.4761336351877553,0.8061921850529118,0.5577183696326288
2020-07-08,0.5175202156334232,0.4942608029127144,0.5301915390685347,0.46777147383728407,0.8009875115496259,0.5680130917477207
2020-07-09,0.524651841868823,0.5012168247580723,0.5399648756464241,0.4621840853769973,0.7952396857317741,0.5778055571847301
2020-07-10,0.5322888589398023,0.5084602855226598,0.5501429896147169,0.45574896603962534,0.7888726710286273,0.587043556948675
2020-07-11,0.5396731805929921,0.5157420714764779,0.5615332948003285,0.45123855971445187,0.7825580418081489,0.595823230479986
2020-07-12,0.5474505840071877,0.5237711986202932,0.5742561283974872,0.44669211290990896,0.7772275683973576,0.6045377250136542
2020-07-13,0.5562106918238995,0.5324901791702596,0.588620439948747,0.4408500145716077,0.7720633112096438,0.6147660169388762
2020-07-14,0.5651111859838275,0.5417073871802243,0.6050067003198956,0.4342302075317256,0.7657114385646792,0.626476347788594
2020-07-15,0.5742643755615455,0.5514611478394174,0.6211214653812689,0.42711511511916056,0.757839163013256,0.6389303846313031
2020-07-16,0.5829402515723271,0.5615981603909169,0.6379191921075279,0.42039478596844987,0.7494557545432724,0.6514084084035876
2020-07-17,0.591644204851752,0.5724250263485677,0.654480743285262,0.41285821281078605,0.7404459352547323,0.6637186565788666
2020-07-18,0.6022293351302785,0.58459327392929,0.6714501242935511,0.4047662528170584,0.7306061916660272,0.6760605201300178
2020-07-19,0.6129548517520214,0.5974705375107788,0.6894489617356491,0.3975235188196267,0.7198901258545793,0.6885111185204136
2020-07-20,0.6234276729559749,0.6103669636868834,0.7059632014432282,0.38980436577485555,0.7097926277333919,0.7013197416463782
2020-07-21,0.633058176100629,0.6230717639168343,0.7226555562274343,0.38107119129831424,0.6994283582097788,0.7137210882004211
2020-07-22,0.6433625336927222,0.6360831656606304,0.7380565276682093,0.3734967491036882,0.6887381508244407,0.7247188627688592
2020-07-23,0.6537511230907457,0.6485196895659673,0.7533203785754331,0.367768615410376,0.678910295965357,0.7329258036737406
2020-07-24,0.6636343216531895,0.6597681326051548,0.7683399500168463,0.35989344479360413,0.6684950984140696,0.7412366513682127
2020-07-25,0.6724225067385444,0.6695985436428092,0.7798646479210932,0.3525372258996428,0.6603525317136311,0.7476654195161786
2020-07-26,0.6800876010781671,0.6780492478681613,0.7911596426930051,0.34603617987218893,0.6531317800686954,0.7518212917712661
2020-07-27,0.6864330637915542,0.6856376353358246,0.802599926236952,0.34054358998252743,0.6472342011642626,0.7575762704296225
2020-07-28,0.6911781221922729,0.6916738526396475,0.8111344274933918,0.33479967993802523,0.6411417052329862,0.7617124187296888
2020-07-29,0.6942385444743935,0.6965028264827059,0.8201307254353088,0.3276947420758858,0.6356374922074862,0.7655692688640331
2020-07-30,0.6967654986522911,0.7009293858388427,0.8276562696050832,0.3234013235562249,0.631610684859551,0.7692022997470157
2020-07-31,0.6992082210242586,0.7048385551403661,0.8340987786545003,0.3194815734161444,0.6274342187691363,0.772245449537225
2020-08-01,0.7014824797843666,0.708709399252659,0.8390458729153765,0.3164118679901663,0.6237536740245342,0.775065431270218
2020-08-02,0.7050763701707097,0.7138258120149469,0.8443828830121082,0.31271705789637394,0.6190243113445374,0.7779796749303102
2020-08-03,0.7086983378256965,0.7194596148318483,0.8495757898978125,0.30861479295945077,0.614283999713528,0.7801698267169853
2020-08-04,0.7127133872416891,0.7254191817572099,0.8549914070180813,0.30577659873118684,0.6102211339156111,0.7830406677094061
2020-08-05,0.7161668912848159,0.7311296349525727,0.8601004678047784,0.3010127863140195,0.6061584249235227,0.7882034803573161
2020-08-06,0.7188342318059299,0.7366292996071668,0.8651800167853231,0.2967270703531576,0.603195943275883,0.7952017633480423
2020-08-07,0.7213331087151842,0.7423780779917601,0.8698729652009719,0.2929212630258264,0.5998904084457308,0.8021237642876333
2020-08-08,0.7234950584007188,0.7478202548625084,0.8743852248208417,0.28672441490426553,0.5961535118984185,0.8087382742598231
2020-08-09,0.7261623989218327,0.7541822362747918,0.879491554728435,0.27994992985205175,0.591226694976262,0.8161550227499853
2020-08-10,0.7305143755615455,0.7618855993101467,0.8845400400215129,0.2722281021514597,0.585818020295806,0.8230264453129105
2020-08-11,0.7347540431266846,0.7695506371562709,0.8879100908665459,0.26726858142128446,0.5805533159214399,0.8291507820626283
