middle_date,number_unique_users,no_real_movements,jl_simple_means_over_user_means,graph_modularity,rel_tweets_in_residential_areas,mean_rog
2020-04-09,0.00974961309062631,0.12067540016688749,0.4216020998491669,0.9830166710306699,0.8386497689706982,0.6895800602105682
2020-04-10,0.015123196951588664,0.13274265188890275,0.42235906288512043,0.9768530850145506,0.8535739606488675,0.666801082597495
2020-04-11,0.026234115348251954,0.1388958172458476,0.41955868819071873,0.9666187949153869,0.8691108804409046,0.649178695257505
2020-04-12,0.03115479447980798,0.1574557346151609,0.42729389245320853,0.9624508010216605,0.8788214029621246,0.6422320931127008
2020-04-13,0.037156422283939526,0.16938458571399762,0.43822285256377563,0.9552839477560018,0.8931175547048601,0.6402677027206592
2020-04-14,0.03738622358772927,0.17263767581326164,0.4550791873594279,0.9531758520290592,0.9056107127816082,0.6430658053572573
2020-04-15,0.03881381285986768,0.16969121703617449,0.4571805428516458,0.9455983010246948,0.9097738348402823,0.6408891532532897
2020-04-16,0.03917533222134326,0.1798927559452647,0.46109795791975194,0.944027375293106,0.9162378863068531,0.6463042303102716
2020-04-17,0.03373308244688015,0.17902046791152146,0.4622290626166139,0.9434670638097442,0.9195394893817728,0.650650557333265
2020-04-18,0.02982560926039473,0.1823104587443127,0.4679522843883999,0.9415193776632353,0.9232928542982197,0.6620073246217183
2020-04-19,0.024412606691357967,0.19364812348514016,0.4734316218017035,0.9441780576811012,0.9290936788750949,0.6745666438971455
2020-04-20,0.018456029848861848,0.21018798450778356,0.4755089084950294,0.9441621500592082,0.932844356158691,0.682949516915209
2020-04-21,0.01239421979483726,0.22048503787247933,0.4770294676199027,0.9422388104824174,0.9286811288092739,0.6889877982444995
2020-04-22,0.004249469243749097,0.23524089309142754,0.47731948837052,0.9437041538529337,0.9286026727831369,0.7002816131109892
2020-04-23,0.0,0.24348810734734155,0.4708562161519562,0.9428966142661279,0.9265067578416104,0.6999561389380708
2020-04-24,0.0004527184020614682,0.24994294068893608,0.45383686112295235,0.9435731978954882,0.9203907171482484,0.6936086071111496
2020-04-25,0.001448621316823701,0.2579307527381644,0.4487799429941389,0.9517459403339746,0.917659292372858,0.6845861535081549
2020-04-26,0.002609630359422553,0.27026325438823656,0.44325369035056394,0.9517369415208187,0.9147416685266484,0.6807485644803793
2020-04-27,0.0021501654431433192,0.2835630014484501,0.44990858498221176,0.9513421643436587,0.9126894268173162,0.6702099771203375
2020-04-28,0.002748191440821313,0.29642678001478084,0.46057506452059277,0.9444799798458938,0.9182411204858908,0.6652604550108618
2020-04-29,0.005264468542280705,0.301558176866028,0.4602551970149214,0.9404993174152294,0.9259008908476063,0.6520116457585358
2020-04-30,0.005035617605647165,0.30657416740131926,0.46735439302899895,0.9385157771589865,0.9397712660897942,0.6515899440149371
2020-05-01,0.004346547166311184,0.3079127552137957,0.4698487420426927,0.9432355072404579,0.952019864252273,0.6464734859165288
2020-05-02,0.006269235230832035,0.29906382031906326,0.46403362280512384,0.9426007819476019,0.9676075137047869,0.629147067567156
2020-05-03,0.007550414822774681,0.29212709288976285,0.45860265435158337,0.9473946565357413,0.980517904106817,0.6104764744743306
2020-05-04,0.009433885603668934,0.28154392502651854,0.4548752413480264,0.9567667167811337,0.9904916042888938,0.5919891741045439
2020-05-05,0.010829049145071927,0.26140367405591863,0.44607480365505503,0.9644683606538217,1.0,0.579939172727205
2020-05-06,0.010480258259721029,0.24084383452343078,0.4354857167002724,0.9711542041048162,0.9991907748330972,0.5679919892836041
2020-05-07,0.007515535734239138,0.22280152636226747,0.42050684559277623,0.9751691082279896,0.9957515678737615,0.5540921945611477
2020-05-08,0.010829049145071927,0.2110530466294171,0.40469098177601837,0.9784710292468743,0.990896216872345,0.5484728433676921
2020-05-09,0.008910699275642434,0.20308086395355443,0.39027126428226644,0.9839453682195896,0.9856362532874773,0.540343114870337
2020-05-10,0.01013146737437043,0.18839526428749157,0.3676380914331234,0.981176733943392,0.9813878211612381,0.5303273326269305
2020-05-11,0.010829049145071927,0.18210143585917934,0.3484751958857434,0.9883023192246962,0.9716771191584057,0.5256425226023546
2020-05-12,0.013444980785202919,0.1737096646214291,0.3191231180744131,0.9881139769410141,0.9674286870321672,0.5131090313816173
2020-05-13,0.015537726097308014,0.17203131037387867,0.29926421959877675,0.9942189015568058,0.9617641108638478,0.5033233806685034
2020-05-14,0.01832805318011491,0.1707725446882166,0.2895661370829651,1.0,0.958527210196237,0.49435275555024155
2020-05-15,0.02757101164191178,0.18042308161162893,0.2821201275378572,0.9898233479509935,0.9522557151527417,0.48334998577143057
2020-05-16,0.03751155187440955,0.1762271959927536,0.27587046919649405,0.9833921479060216,0.9393081124822978,0.4696243877299291
2020-05-17,0.04989362830436391,0.16909419044066618,0.26381890398318175,0.9639796246573059,0.927169734978759,0.45211495673789465
2020-05-18,0.062275704734317976,0.15314982508894123,0.2537005729989602,0.9619128457258215,0.9170544203924748,0.43221228013701457
2020-05-19,0.07640173559102624,0.14979311659384076,0.25591764790905325,0.9527150618879999,0.9132106008496866,0.42333366579006354
2020-05-20,0.09366688441589198,0.1380446368609904,0.25299278398556724,0.9350702621642385,0.9077483309730935,0.40612600815282945
2020-05-21,0.10831610160062674,0.12881368849946528,0.2503997244585302,0.9182374531518583,0.8998583855957917,0.39183051044248307
2020-05-22,0.1201749917025543,0.13133121987079055,0.24813043362667203,0.9082311275468715,0.8915638276350395,0.3828094770743828
2020-05-23,0.12854597295097409,0.1426601110417533,0.24300638428095822,0.8930844364585031,0.8887315395508798,0.3780281831573618
